komentar,emosi,sentimen
"Gokil sih, respect sama orang yang rekam dan sebarin videonya, no hate ya",Lainnya,
"Miris banget, kita bayar pajak buat ditontonin doang?, gimana menurut lo?",Lainnya,
"Miris banget, masyarakat gak boleh diam aja sih, penasaran ama opini kalian",Lainnya,
"Miris banget, masa kejadian kayak gitu ga ditindak?, lagi rame nih",Lainnya,
"Nyata banget ini, pengen tau ending-nya gimana nanti, ini opini pribadi",Lainnya,
"Bener juga ya, kita bayar pajak buat ditontonin doang?, sekian aja sih",Lainnya,
"Kocak tapi miris, udah kayak negara tanpa hukum, tetap waspada guys 💪",Lainnya,
"Fix banget, semoga korban dapet bantuan hukum, semoga bermanfaat",Lainnya,
"Ini mah keterlaluan, penting banget edukasi hukum ke masyarakat, sekilas pikiran aja",Sedih,
"Nyata banget ini, malu banget ama instansi yang harusnya melindungi, no hate ya",Lainnya,
"Serius deh, polisinya malah nontonin, sumpah absurd, let’s discuss",Lainnya,
"Lo pernah liat video itu gak, akhirnya banyak yang buka suara soal ini 👏, lagi rame nih",Lainnya,
"Serius deh, malu banget ama instansi yang harusnya melindungi, lagi rame nih",Lainnya,
"Miris banget, tugas polisi bukan jadi kameramen, sekilas pikiran aja",Lainnya,
"Gue gak habis pikir, itu debt collector udah kayak preman, tetap waspada guys 💪",Lainnya,
"Gue setuju sih, fungsi polisi buat apa kalo gini?, penasaran ama opini kalian",Lainnya,
"Menurut gw, mudah-mudahan jadi pelajaran buat semuanya, curious ama pendapat lain",Lainnya,
"Btw guys, masa kejadian kayak gitu ga ditindak?, gimana menurut lo?",Lainnya,
"Baru ngeh deh, bikin malu banget sih polisi cuma rekam doang, setuju gak?",Lainnya,
"Gue gak habis pikir, semoga korban dapet bantuan hukum, santai aja bacanya",Lainnya,
"Bener juga ya, belum jelas juga siapa yang bener, cuma share aja",Lainnya,
"Bener juga ya, jangan takut speak up soal ketidakadilan, any thoughts?",Takut,
"Serius deh, baru liat videonya rame di X, let’s discuss",Lainnya,
"Kocak tapi miris, ini bukan cuma salah pelaku, yang diem juga bersalah, gimana menurut lo?",Lainnya,
"Gokil sih, akhirnya banyak yang buka suara soal ini 👏, penasaran ama opini kalian",Lainnya,
"Gue gak habis pikir, semoga Polri mau introspeksi, cuma share aja",Lainnya,
"Bener juga ya, malu banget ama instansi yang harusnya melindungi, semoga bermanfaat",Lainnya,
"Gue setuju sih, itu debt collector udah kayak preman, no hate ya",Lainnya,
"Menurut gw, kok bisa kejadian di depan mapolri?, any thoughts?",Lainnya,
"Gue gak habis pikir, fungsi polisi buat apa kalo gini?, apa pendapat kalian?",Lainnya,
"Menurut gw, rame banget debatnya di medsos, sekian aja sih",Lainnya,
"Ini mah keterlaluan, jangan-jangan udah biasa diem aja?, peace all ✌️",Lainnya,
"Baru ngeh deh, pengen tau ending-nya gimana nanti, santai aja bacanya",Lainnya,
"Gokil sih, kayaknya bakal panjang urusannya, setuju gak?",Lainnya,
"Lo pernah liat video itu gak, lumayan viral nih kasusnya, curious ama pendapat lain",Lainnya,
"Gak masuk akal sih, harusnya viral biar ditindak, tetap waspada guys 💪",Lainnya,
"Lo pernah liat video itu gak, semoga korban dapet keadilan 🙏, santai aja bacanya",Lainnya,
"Nyata banget ini, tugas polisi bukan jadi kameramen, curious ama pendapat lain",Lainnya,
"Ini mah keterlaluan, kalo rakyat kecil, pasti udah ditangkap tuh, let’s discuss",Lainnya,
"Gue setuju sih, udah kayak negara tanpa hukum, gimana menurut lo?",Lainnya,
"Menurut gw, belum tau latar belakangnya, curious ama pendapat lain",Lainnya,
"Lo pernah liat video itu gak, belum jelas juga siapa yang bener, sekilas pikiran aja",Lainnya,
"Lo pernah liat video itu gak, masih banyak orang baik yang peduli, sekian aja sih",Lainnya,
"Miris banget, kita bayar pajak buat ditontonin doang?, any thoughts?",Lainnya,
"Baru ngeh deh, pengen tau ending-nya gimana nanti, apa pendapat kalian?",Lainnya,
"Bener juga ya, liat-liat dulu aja deh, no hate ya",Lainnya,
"Anjir sumpah, masyarakat gak boleh diam aja sih, cmiiw ya",Marah,
"Btw guys, respect sama orang yang rekam dan sebarin videonya, sekilas pikiran aja",Lainnya,
"Asli serem, akhirnya banyak yang buka suara soal ini 👏, santai aja bacanya",Lainnya,
"Gak masuk akal sih, masa kejadian kayak gitu ga ditindak?, gak ada maksud jelek",Lainnya,
"Miris banget, viral kayak gini penting biar dibuka matanya, apa pendapat kalian?",Lainnya,
"Bener juga ya, semoga institusi berbenah, penasaran ama opini kalian",Lainnya,
"Menurut gw, penting banget edukasi hukum ke masyarakat, cuma share aja",Sedih,
"Gokil sih, akhirnya banyak yang buka suara soal ini 👏, apa pendapat kalian?",Lainnya,
"Miris banget, masih banyak orang baik yang peduli, good vibes only",Lainnya,
"Nyata banget ini, akhirnya banyak yang buka suara soal ini 👏, semoga bermanfaat",Lainnya,
"Asli parah, doain korban kuat dan sehat terus, any thoughts?",Lainnya,
"Baru ngeh deh, masa kejadian kayak gitu ga ditindak?, penasaran ama opini kalian",Lainnya,
"Fix banget, semoga institusi berbenah, no hate ya",Lainnya,
"Kocak tapi miris, tindakan kayak gini harusnya dilawan bareng-bareng, let’s discuss",Lainnya,
"Btw guys, semoga korban dapet keadilan 🙏, any thoughts?",Lainnya,
"Baru ngeh deh, sekilas kayak pembiaran, tapi pengen liat konfirmasi dulu, sekilas pikiran aja",Lainnya,
"Gokil sih, masih nunggu penjelasan dari pihak berwenang, ini opini pribadi",Lainnya,
"Kocak tapi miris, semoga pelaku dihukum setimpal, good vibes only",Lainnya,
"Ini mah keterlaluan, udah kayak negara tanpa hukum, cmiiw ya",Lainnya,
"Anjir sumpah, fungsi polisi buat apa kalo gini?, peace all ✌️",Marah,
"Asli serem, fungsi polisi buat apa kalo gini?, setuju gak?",Lainnya,
"Menurut gw, parahnya bukan main, udah jatuh ditimpa kamera polisi, tetap waspada guys 💪",Lainnya,
"Kocak tapi miris, masih coba cerna kenapa gak ada yang bantu, gimana menurut lo?",Lainnya,
"Baru ngeh deh, kita bayar pajak buat ditontonin doang?, any thoughts?",Lainnya,
"Nyata banget ini, masa kejadian kayak gitu ga ditindak?, gimana menurut lo?",Lainnya,
"Asli parah, malu banget ama instansi yang harusnya melindungi, cuma share aja",Lainnya,
"Gue baru kepikiran, doain korban kuat dan sehat terus, penasaran ama opini kalian",Lainnya,
"Sadar gak sih, tugas polisi bukan jadi kameramen, cuma share aja",Lainnya,
"Serius deh, gak ngerti ama logika aparat sekarang, no hate ya",Lainnya,
"Menurut gw, itu debt collector udah kayak preman, good vibes only",Lainnya,
"Asli parah, miris banget lihat pembiaran kekerasan gitu, semoga bermanfaat",Lainnya,
"Asli parah, rame banget yang repost, cuma share aja",Lainnya,
"Btw guys, tindakan kayak gini harusnya dilawan bareng-bareng, any thoughts?",Lainnya,
"Gokil sih, jangan takut speak up soal ketidakadilan, ini opini pribadi",Takut,
"Menurut gw, pengen tau ending-nya gimana nanti, sekilas pikiran aja",Lainnya,
"Btw guys, kita bayar pajak buat ditontonin doang?, cmiiw ya",Lainnya,
"Sadar gak sih, fungsi polisi buat apa kalo gini?, cuma share aja",Lainnya,
"Miris banget, kok bisa kejadian di depan mapolri?, any thoughts?",Lainnya,
"Nyata banget ini, pengen tau ending-nya gimana nanti, cuma share aja",Lainnya,
"Gue setuju sih, respect sama orang yang rekam dan sebarin videonya, cmiiw ya",Lainnya,
"Anjir sumpah, jangan takut speak up soal ketidakadilan, setuju gak?",Marah,
"Baru ngeh deh, jangan sampe kejadian kayak gini keulang lagi, santai aja bacanya",Lainnya,
"Gue gak habis pikir, semoga institusi berbenah, tetap waspada guys 💪",Lainnya,
"Anjir sumpah, jangan sampe kejadian kayak gini keulang lagi, good vibes only",Marah,
"Gue baru kepikiran, tugas polisi bukan jadi kameramen, cuma share aja",Lainnya,
"Lo pernah liat video itu gak, miris banget lihat pembiaran kekerasan gitu, sekilas pikiran aja",Lainnya,
"Ini mah keterlaluan, fungsi polisi buat apa kalo gini?, penasaran ama opini kalian",Lainnya,
"Serius deh, harusnya viral biar ditindak, cuma share aja",Lainnya,
"Nyata banget ini, semoga pelaku dihukum setimpal, apa pendapat kalian?",Lainnya,
"Gak masuk akal sih, tindakan kayak gini harusnya dilawan bareng-bareng, cmiiw ya",Lainnya,
"Bener juga ya, lagi trending banget di explore, no hate ya",Lainnya,
"Bener juga ya, miris banget lihat pembiaran kekerasan gitu, any thoughts?",Lainnya,
"Asli serem, penasaran sama klarifikasi dari pihak polisi, tetap waspada guys 💪",Lainnya,
"Sadar gak sih, jangan takut speak up soal ketidakadilan, any thoughts?",Takut,
"Gue gak habis pikir, viral kayak gini penting biar dibuka matanya, santai aja bacanya",Lainnya,
"Lo pernah liat video itu gak, kita bayar pajak buat ditontonin doang?, lagi rame nih",Lainnya,
"Serius deh, mudah-mudahan jadi pelajaran buat semuanya, lagi rame nih",Lainnya,
"Anjir sumpah, semoga pelaku dihukum setimpal, cmiiw ya",Marah,
"Gokil sih, jangan-jangan udah biasa diem aja?, good vibes only",Lainnya,
"Serius deh, doain korban kuat dan sehat terus, good vibes only",Lainnya,
"Gokil sih, jangan-jangan udah biasa diem aja?, gimana menurut lo?",Lainnya,
"Gue setuju sih, kok bisa kejadian di depan mapolri?, semoga bermanfaat",Lainnya,
"Nyata banget ini, bikin malu banget sih polisi cuma rekam doang, sekian aja sih",Lainnya,
"Bener juga ya, bener-bener kehilangan rasa aman sih, setuju gak?",Sedih,
"Bener juga ya, fungsi polisi buat apa kalo gini?, good vibes only",Lainnya,
"Gue baru kepikiran, penting banget edukasi hukum ke masyarakat, gak ada maksud jelek",Sedih,
"Kocak tapi miris, sekilas kayak pembiaran, tapi pengen liat konfirmasi dulu, sekian aja sih",Lainnya,
"Bener juga ya, malu banget ama instansi yang harusnya melindungi, sekian aja sih",Lainnya,
"Asli serem, semoga pelaku dihukum setimpal, ini opini pribadi",Lainnya,
"Baru ngeh deh, masyarakat gak boleh diam aja sih, cuma share aja",Lainnya,
"Sadar gak sih, gak ngerti ama logika aparat sekarang, cmiiw ya",Lainnya,
"Serius deh, lumayan viral nih kasusnya, sekian aja sih",Lainnya,
"Serius deh, ini bukan cuma salah pelaku, yang diem juga bersalah, any thoughts?",Lainnya,
"Menurut gw, gak ngerti ama logika aparat sekarang, semoga bermanfaat",Lainnya,
"Asli serem, semoga korban dapet bantuan hukum, sekian aja sih",Lainnya,
"Gue setuju sih, harusnya viral biar ditindak, ini opini pribadi",Lainnya,
"Ini mah keterlaluan, pengen tau ending-nya gimana nanti, santai aja bacanya",Lainnya,
"Serius deh, doain korban kuat dan sehat terus, lagi rame nih",Lainnya,
"Fix banget, ga tau harus bela siapa dulu, apa pendapat kalian?",Lainnya,
"Asli serem, harusnya viral biar ditindak, tetap waspada guys 💪",Lainnya,
"Gue baru kepikiran, kalo rakyat kecil, pasti udah ditangkap tuh, santai aja bacanya",Lainnya,
"Btw guys, masih coba cerna kenapa gak ada yang bantu, setuju gak?",Lainnya,
"Btw guys, masih banyak orang baik yang peduli, curious ama pendapat lain",Lainnya,
"Sadar gak sih, udah kayak negara tanpa hukum, peace all ✌️",Lainnya,
"Menurut gw, itu debt collector udah kayak preman, sekian aja sih",Lainnya,
"Gue baru kepikiran, kita harus bareng-bareng jaga keadilan, santai aja bacanya",Lainnya,
"Gak masuk akal sih, kebetulan nongol terus di FYP, semoga bermanfaat",Lainnya,
"Nyata banget ini, doain korban kuat dan sehat terus, santai aja bacanya",Lainnya,
"Miris banget, mudah-mudahan jadi pelajaran buat semuanya, let’s discuss",Lainnya,
"Anjir sumpah, pro kontra banget sih ini, setuju gak?",Marah,
"Gue setuju sih, bikin malu banget sih polisi cuma rekam doang, tetap waspada guys 💪",Lainnya,
"Gokil sih, gak ngerti ama logika aparat sekarang, gimana menurut lo?",Lainnya,
"Serius deh, itu debt collector udah kayak preman, no hate ya",Lainnya,
"Gue baru kepikiran, kalo rakyat kecil, pasti udah ditangkap tuh, let’s discuss",Lainnya,
"Kocak tapi miris, masih coba cerna kenapa gak ada yang bantu, setuju gak?",Lainnya,
"Kocak tapi miris, itu debt collector udah kayak preman, peace all ✌️",Lainnya,
"Lo pernah liat video itu gak, tugas polisi bukan jadi kameramen, santai aja bacanya",Lainnya,
"Serius deh, mudah-mudahan jadi pelajaran buat semuanya, semoga bermanfaat",Lainnya,
"Gak masuk akal sih, respect sama orang yang rekam dan sebarin videonya, cmiiw ya",Lainnya,
"Anjir sumpah, semoga institusi berbenah, apa pendapat kalian?",Marah,
"Gue baru kepikiran, parahnya bukan main, udah jatuh ditimpa kamera polisi, curious ama pendapat lain",Lainnya,
"Gak masuk akal sih, ini bukan cuma salah pelaku, yang diem juga bersalah, let’s discuss",Lainnya,
"Anjir sumpah, semoga Polri mau introspeksi, semoga bermanfaat",Marah,
"Gokil sih, kalo rakyat kecil, pasti udah ditangkap tuh, lagi rame nih",Lainnya,
"Asli serem, penting banget edukasi hukum ke masyarakat, curious ama pendapat lain",Sedih,
"Asli parah, masih banyak orang baik yang peduli, cuma share aja",Lainnya,
"Nyata banget ini, penting banget edukasi hukum ke masyarakat, sekian aja sih",Sedih,
"Bener juga ya, akhirnya banyak yang buka suara soal ini 👏, lagi rame nih",Lainnya,
"Serius deh, tugas polisi bukan jadi kameramen, tetap waspada guys 💪",Lainnya,
"Gue baru kepikiran, polisinya malah nontonin, sumpah absurd, let’s discuss",Lainnya,
"Asli serem, kalo rakyat kecil, pasti udah ditangkap tuh, cuma share aja",Lainnya,
"Gak masuk akal sih, semoga ini jadi titik balik perubahan, any thoughts?",Lainnya,
"Gue setuju sih, semoga korban dapet keadilan 🙏, curious ama pendapat lain",Lainnya,
"Serius deh, jangan sampe kejadian kayak gini keulang lagi, peace all ✌️",Lainnya,
"Menurut gw, ini bukan cuma salah pelaku, yang diem juga bersalah, curious ama pendapat lain",Lainnya,
"Gue setuju sih, penasaran sama klarifikasi dari pihak polisi, santai aja bacanya",Lainnya,
"Fix banget, kita harus bareng-bareng jaga keadilan, semoga bermanfaat",Lainnya,
"Asli serem, semoga korban dapet bantuan hukum, penasaran ama opini kalian",Lainnya,
"Gokil sih, tugas polisi bukan jadi kameramen, sekian aja sih",Lainnya,
"Anjir sumpah, jangan sampe kejadian kayak gini keulang lagi, cmiiw ya",Marah,
"Serius deh, semoga pelaku dihukum setimpal, gak ada maksud jelek",Lainnya,
"Ini mah keterlaluan, parahnya bukan main, udah jatuh ditimpa kamera polisi, semoga bermanfaat",Lainnya,
"Anjir sumpah, belum tau latar belakangnya, any thoughts?",Marah,
"Gue setuju sih, belum tau latar belakangnya, lagi rame nih",Lainnya,
"Nyata banget ini, masih coba cerna kenapa gak ada yang bantu, cmiiw ya",Lainnya,
"Kocak tapi miris, polisinya malah nontonin, sumpah absurd, tetap waspada guys 💪",Lainnya,
"Miris banget, kita harus bareng-bareng jaga keadilan, sekian aja sih",Lainnya,
"Kocak tapi miris, ini kalo gak viral, bakalan hilang gitu aja, sekilas pikiran aja",Lainnya,
"Gak masuk akal sih, semoga ini jadi titik balik perubahan, no hate ya",Lainnya,
"Gak masuk akal sih, polisinya malah nontonin, sumpah absurd, gimana menurut lo?",Lainnya,
"Baru ngeh deh, semoga pelaku dihukum setimpal, penasaran ama opini kalian",Lainnya,
"Sadar gak sih, rame banget yang repost, gak ada maksud jelek",Lainnya,
"Serius deh, masa kejadian kayak gitu ga ditindak?, gak ada maksud jelek",Lainnya,
"Ini mah keterlaluan, akhirnya banyak yang buka suara soal ini 👏, apa pendapat kalian?",Lainnya,
"Miris banget, kok bisa kejadian di depan mapolri?, let’s discuss",Lainnya,
"Menurut gw, penting banget edukasi hukum ke masyarakat, lagi rame nih",Sedih,
"Gak masuk akal sih, jangan takut speak up soal ketidakadilan, setuju gak?",Takut,
"Sadar gak sih, masih banyak orang baik yang peduli, peace all ✌️",Lainnya,
"Menurut gw, jangan-jangan udah biasa diem aja?, peace all ✌️",Lainnya,
"Miris banget, gak ngerti ama logika aparat sekarang, no hate ya",Lainnya,
"Kocak tapi miris, masih nunggu penjelasan dari pihak berwenang, peace all ✌️",Lainnya,
"Lo pernah liat video itu gak, kok bisa kejadian di depan mapolri?, sekilas pikiran aja",Lainnya,
"Btw guys, kalo rakyat kecil, pasti udah ditangkap tuh, peace all ✌️",Lainnya,
"Gue gak habis pikir, kebetulan nongol terus di FYP, curious ama pendapat lain",Lainnya,
"Menurut gw, lumayan viral nih kasusnya, penasaran ama opini kalian",Lainnya,
"Gak masuk akal sih, pro kontra banget sih ini, penasaran ama opini kalian",Lainnya,
"Kocak tapi miris, tugas polisi bukan jadi kameramen, santai aja bacanya",Lainnya,
"Ini mah keterlaluan, kita bayar pajak buat ditontonin doang?, sekian aja sih",Lainnya,
"Nyata banget ini, malu banget ama instansi yang harusnya melindungi, lagi rame nih",Lainnya,
"Fix banget, parahnya bukan main, udah jatuh ditimpa kamera polisi, curious ama pendapat lain",Lainnya,
"Menurut gw, ini bukan cuma salah pelaku, yang diem juga bersalah, curious ama pendapat lain",Lainnya,
"Bener juga ya, kok bisa diem aja sih? 😤, setuju gak?",Lainnya,
"Lo pernah liat video itu gak, kita bayar pajak buat ditontonin doang?, lagi rame nih",Lainnya,
"Asli serem, semoga Polri mau introspeksi, cuma share aja",Lainnya,
"Baru ngeh deh, fungsi polisi buat apa kalo gini?, sekian aja sih",Lainnya,
"Anjir sumpah, kebetulan nongol terus di FYP, apa pendapat kalian?",Marah,
"Nyata banget ini, respect sama orang yang rekam dan sebarin videonya, cmiiw ya",Lainnya,
"Serius deh, gak ngerti ama logika aparat sekarang, cuma share aja",Lainnya,
"Gue setuju sih, itu debt collector udah kayak preman, peace all ✌️",Lainnya,
"Asli serem, parahnya bukan main, udah jatuh ditimpa kamera polisi, sekian aja sih",Lainnya,
"Gue gak habis pikir, pengen tau ending-nya gimana nanti, cuma share aja",Lainnya,
"Menurut gw, belum tau latar belakangnya, santai aja bacanya",Lainnya,
"Nyata banget ini, kebetulan nongol terus di FYP, good vibes only",Lainnya,
"Nyata banget ini, masih banyak orang baik yang peduli, peace all ✌️",Lainnya,
"Kocak tapi miris, parahnya bukan main, udah jatuh ditimpa kamera polisi, sekilas pikiran aja",Lainnya,
"Gokil sih, semoga korban dapet bantuan hukum, any thoughts?",Lainnya,
"Gue setuju sih, semoga korban dapet bantuan hukum, setuju gak?",Lainnya,
"Serius deh, bener-bener kehilangan rasa aman sih, good vibes only",Sedih,
"Gokil sih, masyarakat gak boleh diam aja sih, cmiiw ya",Lainnya,
"Ini mah keterlaluan, bener-bener kehilangan rasa aman sih, sekilas pikiran aja",Sedih,
"Gue setuju sih, gak ngerti ama logika aparat sekarang, santai aja bacanya",Lainnya,
"Miris banget, jangan takut speak up soal ketidakadilan, cmiiw ya",Takut,
"Asli serem, semoga institusi berbenah, let’s discuss",Lainnya,
"Gue setuju sih, debt collector liar makin berani karena dibiarin, tetap waspada guys 💪",Lainnya,
"Asli parah, kalo rakyat kecil, pasti udah ditangkap tuh, sekian aja sih",Lainnya,
"Gue setuju sih, masih banyak orang baik yang peduli, good vibes only",Lainnya,
"Ini mah keterlaluan, itu debt collector udah kayak preman, any thoughts?",Lainnya,
"Kocak tapi miris, bener-bener kehilangan rasa aman sih, setuju gak?",Sedih,
"Kocak tapi miris, udah kayak negara tanpa hukum, apa pendapat kalian?",Lainnya,
"Gokil sih, penting banget edukasi hukum ke masyarakat, gimana menurut lo?",Sedih,
"Gue setuju sih, sekilas kayak pembiaran, tapi pengen liat konfirmasi dulu, santai aja bacanya",Lainnya,
"Menurut gw, rame banget debatnya di medsos, cuma share aja",Lainnya,
"Miris banget, bener-bener kehilangan rasa aman sih, penasaran ama opini kalian",Sedih,
"Lo pernah liat video itu gak, debt collector liar makin berani karena dibiarin, gimana menurut lo?",Lainnya,
"Gue gak habis pikir, kita harus bareng-bareng jaga keadilan, sekian aja sih",Lainnya,
"Asli serem, fungsi polisi buat apa kalo gini?, ini opini pribadi",Lainnya,
"Baru ngeh deh, masih banyak orang baik yang peduli, gak ada maksud jelek",Lainnya,
"Serius deh, semoga pelaku dihukum setimpal, any thoughts?",Lainnya,
"Ini mah keterlaluan, parahnya bukan main, udah jatuh ditimpa kamera polisi, santai aja bacanya",Lainnya,
"Gue gak habis pikir, semoga pelaku dan pembiar dihukum adil, any thoughts?",Lainnya,
"Asli parah, banyak yang masih debat soal video itu, cmiiw ya",Lainnya,
"Fix banget, kayaknya bakal panjang urusannya, curious ama pendapat lain",Lainnya,
"Serius deh, belum tau latar belakangnya, sekian aja sih",Lainnya,
"Baru ngeh deh, mudah-mudahan jadi pelajaran buat semuanya, sekian aja sih",Lainnya,
"Gokil sih, semoga korban dapet bantuan hukum, no hate ya",Lainnya,
"Gue gak habis pikir, malu banget ama instansi yang harusnya melindungi, gak ada maksud jelek",Lainnya,
"Sadar gak sih, bikin malu banget sih polisi cuma rekam doang, cuma share aja",Lainnya,
"Lo pernah liat video itu gak, gak ngerti ama logika aparat sekarang, no hate ya",Lainnya,
"Gokil sih, miris banget lihat pembiaran kekerasan gitu, sekian aja sih",Lainnya,
"Kocak tapi miris, viral kayak gini penting biar dibuka matanya, any thoughts?",Lainnya,
"Btw guys, baru liat videonya rame di X, curious ama pendapat lain",Lainnya,
"Anjir sumpah, masa kejadian kayak gitu ga ditindak?, apa pendapat kalian?",Marah,
"Asli parah, malu banget ama instansi yang harusnya melindungi, santai aja bacanya",Lainnya,
"Miris banget, bikin malu banget sih polisi cuma rekam doang, lagi rame nih",Lainnya,
"Gue baru kepikiran, liat-liat dulu aja deh, let’s discuss",Lainnya,
"Lo pernah liat video itu gak, kok bisa kejadian di depan mapolri?, santai aja bacanya",Lainnya,
"Gue gak habis pikir, kalo rakyat kecil, pasti udah ditangkap tuh, cuma share aja",Lainnya,
"Baru ngeh deh, bener-bener kehilangan rasa aman sih, gak ada maksud jelek",Sedih,
"Miris banget, belum jelas juga siapa yang bener, gak ada maksud jelek",Lainnya,
"Sadar gak sih, kita bayar pajak buat ditontonin doang?, gak ada maksud jelek",Lainnya,
"Lo pernah liat video itu gak, penting banget edukasi hukum ke masyarakat, semoga bermanfaat",Sedih,
"Nyata banget ini, masih banyak orang baik yang peduli, ini opini pribadi",Lainnya,
"Anjir sumpah, kita bayar pajak buat ditontonin doang?, cmiiw ya",Marah,
"Fix banget, doain korban kuat dan sehat terus, good vibes only",Lainnya,
"Miris banget, semoga institusi berbenah, setuju gak?",Lainnya,
"Asli parah, belum jelas juga siapa yang bener, apa pendapat kalian?",Lainnya,
"Btw guys, kita harus bareng-bareng jaga keadilan, sekian aja sih",Lainnya,
"Fix banget, jangan sampe kejadian kayak gini keulang lagi, sekilas pikiran aja",Lainnya,
"Sadar gak sih, miris banget lihat pembiaran kekerasan gitu, peace all ✌️",Lainnya,
"Gue setuju sih, fungsi polisi buat apa kalo gini?, ini opini pribadi",Lainnya,
"Lo pernah liat video itu gak, jangan sampe kejadian kayak gini keulang lagi, peace all ✌️",Lainnya,
"Asli serem, jangan sampe kejadian kayak gini keulang lagi, penasaran ama opini kalian",Lainnya,
"Gue setuju sih, viral kayak gini penting biar dibuka matanya, gak ada maksud jelek",Lainnya,
"Sadar gak sih, bikin malu banget sih polisi cuma rekam doang, penasaran ama opini kalian",Lainnya,
"Miris banget, masih banyak orang baik yang peduli, lagi rame nih",Lainnya,
"Fix banget, jangan takut speak up soal ketidakadilan, peace all ✌️",Takut,
"Menurut gw, bikin malu banget sih polisi cuma rekam doang, no hate ya",Lainnya,
"Gue setuju sih, ini kalo gak viral, bakalan hilang gitu aja, gak ada maksud jelek",Lainnya,
"Serius deh, ini bukan cuma salah pelaku, yang diem juga bersalah, no hate ya",Lainnya,
"Anjir sumpah, debt collector liar makin berani karena dibiarin, apa pendapat kalian?",Marah,
"Bener juga ya, tindakan kayak gini harusnya dilawan bareng-bareng, tetap waspada guys 💪",Lainnya,
"Asli serem, bikin malu banget sih polisi cuma rekam doang, gak ada maksud jelek",Lainnya,
"Ini mah keterlaluan, udah kayak negara tanpa hukum, good vibes only",Lainnya,
"Nyata banget ini, itu debt collector udah kayak preman, gak ada maksud jelek",Lainnya,
"Bener juga ya, kok bisa diem aja sih? 😤, sekian aja sih",Lainnya,
"Miris banget, polisinya malah nontonin, sumpah absurd, good vibes only",Lainnya,
"Anjir sumpah, semoga Polri mau introspeksi, sekian aja sih",Marah,
"Gue baru kepikiran, kok bisa kejadian di depan mapolri?, gimana menurut lo?",Lainnya,
"Ini mah keterlaluan, jangan-jangan udah biasa diem aja?, penasaran ama opini kalian",Lainnya,
"Gak masuk akal sih, polisinya malah nontonin, sumpah absurd, apa pendapat kalian?",Lainnya,
"Gak masuk akal sih, ini bukan cuma salah pelaku, yang diem juga bersalah, gak ada maksud jelek",Lainnya,
"Miris banget, kalo rakyat kecil, pasti udah ditangkap tuh, lagi rame nih",Lainnya,
"Gue baru kepikiran, semoga ini jadi titik balik perubahan, ini opini pribadi",Lainnya,
"Gue baru kepikiran, jangan-jangan udah biasa diem aja?, sekian aja sih",Lainnya,
"Gak masuk akal sih, udah kayak negara tanpa hukum, santai aja bacanya",Lainnya,
"Ini mah keterlaluan, semoga pelaku dan pembiar dihukum adil, peace all ✌️",Lainnya,
"Lo pernah liat video itu gak, itu debt collector udah kayak preman, let’s discuss",Lainnya,
"Sadar gak sih, kita bayar pajak buat ditontonin doang?, santai aja bacanya",Lainnya,
"Serius deh, miris banget lihat pembiaran kekerasan gitu, santai aja bacanya",Lainnya,
"Asli serem, belum tau latar belakangnya, curious ama pendapat lain",Lainnya,
"Nyata banget ini, belum jelas juga siapa yang bener, peace all ✌️",Lainnya,
"Sadar gak sih, semoga ini jadi titik balik perubahan, apa pendapat kalian?",Lainnya,
"Fix banget, semoga institusi berbenah, penasaran ama opini kalian",Lainnya,
"Miris banget, belum tau latar belakangnya, curious ama pendapat lain",Lainnya,
"Fix banget, masih nunggu penjelasan dari pihak berwenang, gimana menurut lo?",Lainnya,
"Gue baru kepikiran, masih coba cerna kenapa gak ada yang bantu, curious ama pendapat lain",Lainnya,
"Gak masuk akal sih, ga tau harus bela siapa dulu, apa pendapat kalian?",Lainnya,
"Gue setuju sih, rame banget yang repost, penasaran ama opini kalian",Lainnya,
"Btw guys, kebetulan nongol terus di FYP, peace all ✌️",Lainnya,
"Gue baru kepikiran, pro kontra banget sih ini, lagi rame nih",Lainnya,
"Serius deh, kok bisa kejadian di depan mapolri?, good vibes only",Lainnya,
"Nyata banget ini, akhirnya banyak yang buka suara soal ini 👏, sekilas pikiran aja",Lainnya,
"Fix banget, jangan-jangan udah biasa diem aja?, no hate ya",Lainnya,
"Gokil sih, semoga institusi berbenah, any thoughts?",Lainnya,
"Bener juga ya, semoga korban dapet keadilan 🙏, apa pendapat kalian?",Lainnya,
"Menurut gw, belum jelas juga siapa yang bener, sekian aja sih",Lainnya,
"Btw guys, belum ngerti konteks lengkapnya, sekian aja sih",Lainnya,
"Sadar gak sih, semoga korban dapet bantuan hukum, good vibes only",Lainnya,
"Nyata banget ini, semoga Polri mau introspeksi, let’s discuss",Lainnya,
"Anjir sumpah, respect sama orang yang rekam dan sebarin videonya, semoga bermanfaat",Marah,
"Lo pernah liat video itu gak, semoga Polri mau introspeksi, cmiiw ya",Lainnya,
"Menurut gw, kayaknya bakal panjang urusannya, peace all ✌️",Lainnya,
"Gue baru kepikiran, tindakan kayak gini harusnya dilawan bareng-bareng, penasaran ama opini kalian",Lainnya,
"Miris banget, parahnya bukan main, udah jatuh ditimpa kamera polisi, sekilas pikiran aja",Lainnya,
"Menurut gw, respect sama orang yang rekam dan sebarin videonya, cmiiw ya",Lainnya,
